title,follower_numbers,total_price,unit_price,build_time,region,house_type,floor,house_area,house_type_structure,inside_area,building_type,orientation,building_structure,decoration,users/elevator,elevator,listing_time,transaction_ownership,last_transaction_time,house_use,house_years,ownership,mortgage_info,room_spare_parts,house_verification_code,house_label
10年花园小区 人车分流 中间楼层 精装修 诚心出售,3,169.9,19071,2008,洪山,2室1厅1厨1卫,高楼层 (共18层),89.09㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,2021-05-17,商品房,2016-12-18,普通住宅,满两年,非共有,有抵押 50万元 建行 客户偿还,已上传房本照片,20201205wICdq,"地铁,VR看装修,房本满两年,随时看房"
怡康旁边海赋江城天韵精装三房南北通透中间楼层老证,3,338.0,28589,2016,江岸,3室2厅1厨2卫,中楼层 (共34层),118.23㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯四户,有,2021-05-24,商品房,2020-09-17,普通住宅,未满两年,非共有,无抵押,已上传房本照片,20210526dETBh,"地铁,VR看装修,随时看房"
精装修两房  拎包入住  中间楼层  视野开阔,13,160.0,19194,2008,武昌,2室2厅1厨1卫,中楼层 (共15层),83.36㎡,平层,暂无数据,板楼,北,钢混结构,精装,两梯六户,有,2021-05-15,经济适用房,2017-05-31,普通住宅,满两年,共有,有抵押 50万元 光大银行 客户偿还,已上传房本照片,20200515F48wj,"VR看装修,房本满两年,随时看房"
楼层好，视野开阔，采光充足！小区安静，绿化好！,42,267.0,14962,2003,江岸,3室2厅1厨2卫,低楼层 (共11层),178.46㎡,复式,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,有,2021-04-09,商品房,2005-11-30,普通住宅,满五年,非共有,有抵押 200万元,已上传房本照片,202104099ofLl,"VR房源,房本满五年"
中间楼层经典小三房，附带8平阳光房，产证即将满两年,29,113.8,13967,2015,江夏,3室2厅1厨1卫,中楼层 (共29层),81.48㎡,平层,63.31㎡,板楼,南,钢混结构,毛坯,两梯四户,有,2021-03-04,商品房,2019-03-26,普通住宅,满两年,非共有,有抵押 29万元 农业银行 客户偿还,已上传房本照片,20210305ecv9y,"VR看装修,房本满两年,随时看房"
金地天悦 2室1厅 南,22,198.0,21711,2017,东湖高新,2室1厅1厨1卫,高楼层 (共33层),91.2㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,两梯四户,有,2021-05-14,商品房,2018-01-08,普通住宅,满两年,共有,有抵押 120万元 建设银行 客户偿还,已上传房本照片,20200825qQVI0,"VR看装修,房本满两年,随时看房"
金叶国际房东诚心出售，老证，朝南，价格可议，多推荐,7,58.0,13836,2004,硚口,1室1厅1厨1卫,高楼层 (共18层),41.92㎡,平层,暂无数据,塔楼,南,钢混结构,简装,六梯五十户,有,2021-05-17,商品房,2014-05-20,普通住宅,满五年,非共有,无抵押,已上传房本照片,20210520fbNOe,"地铁,VR看装修,房本满五年,随时看房"
世茂林屿岸南北通透小三房 居家装修 拎包入住,35,144.5,16373,2016,洪山,3室2厅1厨1卫,高楼层 (共34层),88.26㎡,平层,66.8㎡,板楼,南 北,钢混结构,精装,两梯四户,有,2021-03-23,商品房,2017-07-13,普通住宅,满两年,非共有,有抵押 40万元 工商银行 客户偿还,已上传房本照片,20210324jQukS,"VR看装修,房本满两年,随时看房"
粮道街 朝南正规两室一厅 中低楼层有钥匙看房方便,3,149.0,19952,未知年建,武昌,2室1厅1厨1卫,低楼层 (共8层),74.68㎡,平层,暂无数据,板楼,南 北,框架结构,简装,一梯五户,暂无数据,2021-05-16,商品房,2002-11-10,普通住宅,满五年,非共有,无抵押,已上传房本照片,20210523Dta5J,"地铁,VR看装修,房本满五年,随时看房"
地铁口50米 精装满二三房 中高楼层,52,160.0,16862,2016,东湖高新,3室1厅1厨1卫,中楼层 (共32层),94.89㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,2021-03-21,商品房,2018-09-21,普通住宅,满两年,非共有,有抵押 50万元 交通 客户偿还,已上传房本照片,20210429B4leV,"VR看装修,房本满两年,随时看房"
此房楼栋位置好 朝南采光好 业主婚房装修 拎包入住,77,168.0,19558,2016,东湖高新,3室2厅1厨1卫,低楼层 (共27层),85.9㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,2021-03-29,商品房,2017-12-15,普通住宅,满两年,非共有,无抵押,已上传房本照片,20210329ETkna,"VR看装修,房本满两年,随时看房"
品质精装修，公园配套，地铁六号线杨汊湖站,21,177.0,19797,2013,江岸,3室2厅1厨1卫,中楼层 (共24层),89.41㎡,平层,69.69㎡,板楼,南,钢混结构,精装,两梯四户,有,2021-05-19,商品房,2018-05-31,普通住宅,满两年,共有,有抵押 70万元 客户偿还,已上传房本照片,20210519WMU5t,"地铁,VR看装修,房本满两年"
4房适合温馨的大家庭，电梯中高楼层让您站的高看得远,4,128.0,9833,未知年建,蔡甸,4室2厅1厨2卫,高楼层 (共33层),130.18㎡,平层,104.65㎡,塔楼,南 北,钢混结构,精装,两梯四户,有,2021-05-21,商品房,2019-12-31,普通住宅,未满两年,共有,无抵押,已上传房本照片,20210521CGsNa,"地铁,VR看装修,随时看房"
江北快速+21号阳逻线+毛坯房改造空间大,5,64.8,7196,未知年建,新洲,2室2厅1厨1卫,高楼层 (共11层),90.06㎡,平层,72.38㎡,板塔结合,南,钢混结构,毛坯,两梯两户,有,2021-04-28,商品房,2015-02-05,普通住宅,满五年,共有,无抵押,已上传房本照片,20210424KiuQg,"VR房源,房本满五年,随时看房"
现代城三区 南北大三房 无浪费面积  老证 看房随时！,19,275.0,24824,2013,江岸,3室2厅1厨2卫,高楼层 (共31层),110.78㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,2021-03-19,商品房,2018-11-01,普通住宅,满两年,非共有,无抵押,已上传房本照片,20210320PYmAw	,"VR看装修,房本满两年,随时看房"
街道口 竹苑小区 满二 精装大两房166.8万，证满税低,0,166.3,18356,2000,洪山,2室2厅1厨1卫,高楼层 (共7层),90.6㎡,平层,暂无数据,塔楼,东南,混合结构,简装,一梯两户,无,2021-02-02,商品房,2010-10-10,普通住宅,满五年,共有,无抵押,已上传房本照片,20210319NHbkG,"地铁,VR看装修,房本满五年,随时看房"
汉北玺园边户 此房无遮挡 户型端正,2,110.5,9926,2017,黄陂,3室2厅1厨2卫,中楼层 (共32层),111.33㎡,平层,86.38㎡,板楼,南 北,钢混结构,毛坯,两梯四户,有,2021-04-29,商品房,2020-08-28,普通住宅,未满两年,共有,有抵押 30万元 建设银行 客户偿还,已上传房本照片,20210429lDqRj,"VR房源,随时看房"
现代森林小镇 满五唯一  边户小三房  无遮挡 采光好,21,300.0,28109,2013,东湖高新,3室2厅1厨1卫,中楼层 (共18层),106.73㎡,平层,86.11㎡,板楼,南,钢混结构,精装,两梯四户,有,2021-05-10,商品房,2015-05-18,普通住宅,满五年,非共有,无抵押,已上传房本照片,202105120AAke,"地铁,VR看装修,房本满五年,随时看房"
福星惠誉榜YOUNG3-1-1-1 100.93m² 205 万,10,199.0,19717,2017,江岸,3室1厅1厨1卫,高楼层 (共31层),100.93㎡,平层,暂无数据,塔楼,南,钢混结构,毛坯,三梯四户,有,2021-05-08,商品房,2020-07-01,普通住宅,未满两年,共有,无抵押,已上传房本照片,20200807iFRZ5,"VR看装修,随时看房"
远洋心语 通透三居室 前后无遮挡 冬暖夏凉 业主急售,11,155.0,15033,未知年建,江汉,3室2厅1厨1卫,低楼层 (共42层),103.11㎡,平层,暂无数据,板塔结合,南 北,钢混结构,毛坯,两梯四户,有,2021-05-16,商品房,2021-01-27,普通住宅,未满两年,共有,无抵押,已上传房本照片,20210516mh9tK,"VR看装修,随时看房"
精装老证，大一房住的很舒适，好楼层！！,9,120.0,17570,2014,江汉,1室1厅1厨1卫,中楼层 (共28层),68.3㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,2021-05-17,商品房,2017-05-18,普通住宅,满两年,共有,无抵押,已上传房本照片,20210520nZ7TM,"VR看装修,房本满两年,随时看房"
顶琇国际城二期 全房地暖全屋定制衣柜 高层 精装两房,25,165.0,22725,2017,江汉,2室1厅1厨1卫,高楼层 (共46层),72.61㎡,平层,暂无数据,板楼,东南,钢混结构,精装,三梯六户,有,2021-05-16,商品房,2019-03-08,普通住宅,满两年,非共有,有抵押 70万元 工商银行 客户偿还,已上传房本照片,20201127TGxTo,"地铁,VR看装修,房本满两年,随时看房"
七号线园博园站旁 朝南两房 老证 业主诚心出售 有钥匙,35,114.0,13825,2000,江汉,2室2厅1厨1卫,高楼层 (共11层),82.46㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,2021-04-30,商品房,2017-05-01,普通住宅,满两年,非共有,无抵押,已上传房本照片,20210430afmVe,"地铁,VR房源,房本满两年,随时看房"
汉口湖畔3期：经典两房，满两年无贷。7号线，交通方便,10,94.0,11573,2015,黄陂,2室2厅1厨1卫,高楼层 (共22层),81.23㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,三梯七户,有,2021-05-09,商品房,2018-07-30,普通住宅,满两年,共有,无抵押,已上传房本照片,20210509Zvwlm,"VR看装修,房本满两年,随时看房"
清水毛坯，南北通透，南面无遮挡，业主诚售,45,258.0,24144,2013,洪山,3室2厅1厨1卫,低楼层 (共26层),106.86㎡,平层,暂无数据,板楼,东 南 北,钢混结构,毛坯,两梯四户,有,2021-05-02,商品房,2016-04-14,普通住宅,满五年,非共有,无抵押,已上传房本照片,20210507K6abx,"VR房源,房本满五年,随时看房"
汇悦天地花园洋房，1梯2户公摊小，老证精装，诚心出售,17,350.0,23536,2015,江岸,4室2厅1厨2卫,中楼层 (共11层),148.71㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,有,2021-03-23,商品房,2017-03-23,普通住宅,满两年,共有,有抵押 100万元 业主自还,已上传房本照片,20191230OqANn,"VR看装修,房本满两年,随时看房"
金地湖山境 98平三房 精装未入住 中楼层 诚心急售,14,135.0,13881,未知年建,江夏,3室2厅1厨1卫,低楼层 (共25层),97.26㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,2021-04-11,商品房,2019-04-07,普通住宅,满两年,共有,无抵押,已上传房本照片,20210412G1Bwp,"VR看装修,房本满两年,随时看房"
金融港地铁口，平安光谷春天精装自住三居室出售,5,230.0,23028,2015,东湖高新,3室2厅1厨1卫,低楼层 (共31层),99.88㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,2020-12-23,商品房,2019-05-21,普通住宅,满两年,共有,有抵押 90万元 客户偿还,已上传房本照片,20201224yg1mX,"地铁,VR看装修,房本满两年,随时看房"
次顶楼，楼层好，卧室阳台全朝南，无遮挡，采光好,9,190.0,22698,未知年建,东湖高新,2室2厅1厨1卫,高楼层 (共33层),83.71㎡,平层,65.89㎡,板塔结合,南,钢混结构,简装,两梯四户,有,2021-03-31,商品房,2018-07-11,普通住宅,满两年,共有,有抵押 70万元 建设银行,已上传房本照片,20210402XtTM9,"地铁,VR看装修,房本满两年,随时看房"
品牌开发商，老证，无遮挡，中高楼层好，业主诚心卖,20,208.0,23440,2016,江岸,3室2厅1厨1卫,高楼层 (共32层),88.74㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯五户,有,2021-05-18,商品房,2019-03-15,普通住宅,满两年,非共有,有抵押 65万元 65,已上传房本照片,20200524mlkZh,"VR看装修,房本满两年,随时看房"
富仕雅庭 3室2厅 南,56,117.0,10602,2006,硚口,3室2厅1厨1卫,中楼层 (共8层),110.36㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯十四户,有,2021-04-28,商品房,2012-11-22,普通住宅,满五年,共有,无抵押,已上传房本照片,20200422HJ3oJ,"地铁,VR看装修,房本满五年,随时看房"
电梯房，交通便利，小区环境好，配套成熟,13,75.0,18760,2008,洪山,1室1厅1厨1卫,中楼层 (共26层),39.98㎡,平层,29.96㎡,塔楼,南,钢混结构,简装,三梯二十户,有,2021-05-20,商品房,2012-06-28,普通住宅,满五年,非共有,无抵押,已上传房本照片,20210518uWgAV,"地铁,VR看装修,房本满五年,随时看房"
二环内电梯房，中间楼层满2年，单价1.7万,10,138.0,17878,2008,武昌,2室1厅1厨1卫,低楼层 (共18层),77.19㎡,平层,64.54㎡,板楼,南,钢混结构,简装,两梯六户,有,2021-05-17,经济适用房,2017-06-08,普通住宅,满两年,非共有,无抵押,已上传房本照片,20200109MSOxh,"VR看装修,房本满两年,随时看房"
中海物业 中间楼层 好楼栋 老证,5,200.0,25019,2013,江岸,2室2厅1厨1卫,高楼层 (共33层),79.94㎡,平层,暂无数据,板楼,南,钢混结构,简装,两梯四户,有,2021-05-04,商品房,2014-10-16,普通住宅,满五年,非共有,无抵押,已上传房本照片,20210508Z6jDa,"VR看装修,房本满五年,随时看房"
地铁口大三房两卫通透户型，带地下专享车位,3,182.0,14149,未知年建,江夏,3室2厅1厨2卫,中楼层 (共32层),128.64㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯三户,有,2021-05-22,商品房,2019-02-18,普通住宅,满两年,共有,有抵押 30万元 公积金,已上传房本照片,20210522LihrA,"地铁,VR看装修,房本满两年,随时看房"
此房为小两房 总价低 上惠济路 距离解放公园近,5,145.0,21565,未知年建,江岸,2室1厅1厨1卫,中楼层 (共8层),67.24㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯三户,无,2021-05-07,商品房,2005-12-22,普通住宅,满五年,非共有,无抵押,已上传房本照片,202105124Wf24,"地铁,VR看装修,房本满五年,随时看房"
锦绣龙城精装两房，楼层好，视野无遮挡,5,166.0,17991,2009,东湖高新,2室2厅1厨1卫,高楼层 (共18层),92.27㎡,平层,75.27㎡,塔楼,南,钢混结构,精装,两梯四户,有,2021-05-21,商品房,2013-09-27,普通住宅,满五年,共有,有抵押 42万元 光大银行 客户偿还,已上传房本照片,20210521KYdVd,"VR看装修,房本满五年"
瑞湖天地二期 小三房 中间楼层 采光、视野无遮挡,28,170.0,18845,2014,洪山,3室2厅1厨1卫,中楼层 (共18层),90.21㎡,平层,73.77㎡,板楼,南,钢混结构,毛坯,两梯四户,有,2021-04-30,商品房,2019-01-31,普通住宅,满两年,非共有,无抵押,已上传房本照片,202104300IPBo,"VR房源,房本满两年,随时看房"
梅花坞精装两居，外加超大露台 采光通风好,9,173.0,19030,2015,东湖高新,2室2厅1厨1卫,低楼层 (共16层),90.91㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,有,2021-05-15,商品房,2018-08-15,普通住宅,满两年,共有,有抵押 40万元 40 客户偿还,已上传房本照片,202105160Ls8l,"VR房源,房本满两年,随时看房"
金地南北通透三房，采光好，业主诚意出售,10,352.0,30946,2016,东湖高新,3室2厅1厨1卫,中楼层 (共34层),113.75㎡,平层,91.25㎡,板塔结合,南 北,钢混结构,精装,两梯四户,有,2021-05-17,商品房,2017-03-10,普通住宅,满两年,共有,有抵押 70万元,已上传房本照片,20210523IfAx7,"VR看装修,房本满两年"
店长推荐：万科B区婚装三房 保养好 中间楼层诚心出售,22,172.0,18357,2015,汉阳,3室2厅1厨1卫,中楼层 (共34层),93.7㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,2021-05-02,商品房,2016-10-25,普通住宅,满两年,共有,无抵押,已上传房本照片,20210503umvHS,"地铁,VR房源,房本满两年,随时看房"
精装满五唯一高层瞰江业主诚心出售,14,80.0,9720,2016,黄陂,2室2厅1厨1卫,高楼层 (共28层),82.31㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,2021-05-17,商品房,2015-11-26,普通住宅,满五年,非共有,有抵押 10万元,已上传房本照片,20210517tuHLI,"地铁,VR看装修,房本满五年"
楼层好，采光足，交通方便，配套齐全。 方便看房,2,70.0,17435,1996,硚口,1室1厅1厨1卫,中楼层 (共7层),40.15㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯八户,无,2021-05-04,商品房,2008-12-30,普通住宅,满五年,共有,无抵押,已上传房本照片,20210506YvY9R,"VR看装修,房本满五年,随时看房"
常青花园第二社区 2室1厅 南 北,11,126.0,18341,1998,东西湖,2室1厅1厨1卫,低楼层 (共6层),68.7㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯两户,无,2021-05-23,商品房,2019-05-23,普通住宅,满两年,共有,无抵押,已上传房本照片,20210303mSt15,"地铁,VR房源,房本满两年"
精装三房 采光好 老证 业主诚心卖,9,118.0,11693,2005,沌口开发区,3室2厅1厨1卫,中楼层 (共6层),100.92㎡,平层,暂无数据,塔楼,南,钢混结构,精装,一梯两户,无,2021-05-10,商品房,2018-02-10,普通住宅,满两年,共有,无抵押,已上传房本照片,20210512PiSt2,"VR看装修,房本满两年"
怡康苑北区 模范小区 精装 老证满五唯一,19,215.0,16801,2003,江岸,3室2厅1厨2卫,低楼层 (共6层),127.97㎡,错层,暂无数据,板楼,南,钢混结构,精装,一梯两户,无,2021-05-19,商品房,2015-11-02,普通住宅,满五年,非共有,无抵押,已上传房本照片,20200111tSN2M,"地铁,VR看装修,房本满五年"
